symbol,organ_name,industry,market_cap,is_top_10
HSI,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Hóa chất,10.0,False
VKP,Công ty Cổ phần Nhựa Tân Hóa,Hóa chất,4.0,False
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,469589.0,True
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,249609.0,True
TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Ngân hàng,220423.0,True
CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng,214263.0,True
MBB,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng,151641.0,True
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,144001.0,True
ACB,Ngân hàng Thương mại Cổ phần Á Châu,Ngân hàng,108127.0,True
LPB,Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam,Ngân hàng,94398.0,True
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,84646.0,True
HDB,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,Ngân hàng,75493.0,True
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,53326.0,False
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,Ngân hàng,52442.0,False
SSB,Ngân hàng Thương mại Cổ phần Đông Nam Á,Ngân hàng,51068.0,False
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Ngân hàng,42191.0,False
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng,34874.0,False
MSB,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,Ngân hàng,31070.0,False
OCB,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng,27863.0,False
NAB,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng,22510.0,False
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng,13156.0,False
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng,10921.0,False
ABB,Ngân hàng Thương mại Cổ phần An Bình,Ngân hàng,8453.0,False
BVB,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng,7942.0,False
VBB,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,Ngân hàng,7633.0,False
VAB,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng,7419.0,False
PGB,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,Ngân hàng,7035.0,False
KLB,Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng,6173.0,False
SGB,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Ngân hàng,4303.0,False
MCH,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Thực phẩm và đồ uống,133283.0,True
VNM,Công ty Cổ phần Sữa Việt Nam,Thực phẩm và đồ uống,115993.0,True
MSN,Công ty Cổ phần Tập đoàn Masan,Thực phẩm và đồ uống,94068.0,True
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,Thực phẩm và đồ uống,62974.0,True
QNS,Công ty Cổ phần Đường Quảng Ngãi,Thực phẩm và đồ uống,17319.0,True
VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Thực phẩm và đồ uống,16498.0,True
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,Thực phẩm và đồ uống,15395.0,True
KDC,Công ty Cổ phần Tập đoàn KIDO,Thực phẩm và đồ uống,15273.0,True
IDP,Công ty Cổ phần Sữa Quốc tế LOF,Thực phẩm và đồ uống,13597.0,True
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Thực phẩm và đồ uống,13535.0,True
VHC,Công ty Cổ phần Vĩnh Hoàn,Thực phẩm và đồ uống,12053.0,False
MML,Công ty Cổ phần Masan MEATLife,Thực phẩm và đồ uống,11421.0,False
BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam,Thực phẩm và đồ uống,10656.0,False
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Thực phẩm và đồ uống,10157.0,False
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,Thực phẩm và đồ uống,8484.0,False
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Thực phẩm và đồ uống,7774.0,False
HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Thực phẩm và đồ uống,6573.0,False
PAN,Công ty Cổ phần Tập đoàn PAN,Thực phẩm và đồ uống,5598.0,False
SEA,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,Thực phẩm và đồ uống,4881.0,False
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thực phẩm và đồ uống,4675.0,False
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,4273.0,False
VLC,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Thực phẩm và đồ uống,3194.0,False
MCM,Công ty Cổ phần Giống bò sữa Mộc Châu,Thực phẩm và đồ uống,3058.0,False
ASM,Công ty Cổ phần Tập đoàn Sao Mai,Thực phẩm và đồ uống,2602.0,False
CMF,Công ty Cổ phần Thực phẩm Cholimex,Thực phẩm và đồ uống,2511.0,False
FMC,Công ty Cổ phần Thực phẩm Sao Ta,Thực phẩm và đồ uống,2325.0,False
IFS,Công ty Cổ phần Thực phẩm Quốc tế,Thực phẩm và đồ uống,2179.0,False
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,Thực phẩm và đồ uống,2148.0,False
CMM,Công ty Cổ phần Camimex,Thực phẩm và đồ uống,2134.0,False
SLS,Công ty Cổ phần Mía đường Sơn La,Thực phẩm và đồ uống,1963.0,False
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Thực phẩm và đồ uống,1883.0,False
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Thực phẩm và đồ uống,1683.0,False
APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,Thực phẩm và đồ uống,1536.0,False
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Thực phẩm và đồ uống,1459.0,False
BCF,Công ty Cổ phần Thực phẩm Bích Chi,Thực phẩm và đồ uống,1446.0,False
VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,Thực phẩm và đồ uống,1406.0,False
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Thực phẩm và đồ uống,1384.0,False
SBB,Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây,Thực phẩm và đồ uống,1299.0,False
TFC,Công ty Cổ phần Trang,Thực phẩm và đồ uống,1296.0,False
NAF,Công ty Cổ phần Nafoods Group,Thực phẩm và đồ uống,1288.0,False
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Thực phẩm và đồ uống,1215.0,False
OCH,Công ty Cổ phần One Capital Hospitality,Thực phẩm và đồ uống,1200.0,False
NCG,Công ty Cổ phần Tập đoàn Nova Consumer,Thực phẩm và đồ uống,1078.0,False
GCF,Công ty Cổ phần Thực phẩm G.C,Thực phẩm và đồ uống,1030.0,False
HNF,Công ty Cổ phần Thực phẩm Hữu Nghị,Thực phẩm và đồ uống,1026.0,False
BBC,Công ty Cổ phần Bibica,Thực phẩm và đồ uống,975.0,False
WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Thực phẩm và đồ uống,927.0,False
LTG,Công ty Cổ phần Tập đoàn Lộc Trời,Thực phẩm và đồ uống,867.0,False
SKH,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,Thực phẩm và đồ uống,862.0,False
BSQ,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Thực phẩm và đồ uống,855.0,False
LSS,Công ty Cổ phần Mía đường Lam Sơn,Thực phẩm và đồ uống,797.0,False
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Thực phẩm và đồ uống,750.0,False
SKV,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,Thực phẩm và đồ uống,734.0,False
CMX,Công ty Cổ phần CAMIMEX Group,Thực phẩm và đồ uống,662.0,False
SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Thực phẩm và đồ uống,617.0,False
ANT,Công ty Cổ phần Rau quả Thực phẩm An Giang,Thực phẩm và đồ uống,577.0,False
ABT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,Thực phẩm và đồ uống,550.0,False
ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,Thực phẩm và đồ uống,537.0,False
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Thực phẩm và đồ uống,497.0,False
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,Thực phẩm và đồ uống,493.0,False
SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Thực phẩm và đồ uống,456.0,False
SSC,Công ty Cổ phần Giống cây trồng Miền Nam,Thực phẩm và đồ uống,445.0,False
BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Thực phẩm và đồ uống,428.0,False
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Thực phẩm và đồ uống,419.0,False
HNM,Công ty Cổ phần Sữa Hà Nội,Thực phẩm và đồ uống,411.0,False
TAR,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Thực phẩm và đồ uống,370.0,False
CFV,Công ty Cổ phần Cà phê Thắng Lợi,Thực phẩm và đồ uống,342.0,False
BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Thực phẩm và đồ uống,326.0,False
KHS,Công ty Cổ phần Kiên Hùng,Thực phẩm và đồ uống,325.0,False
HVG,Công ty Cổ phần Hùng Vương,Thực phẩm và đồ uống,318.0,False
KTC,Công ty Cổ phần Thương mại Kiên Giang,Thực phẩm và đồ uống,317.0,False
HAF,Công ty Cổ phần Thực phẩm Hà Nội,Thực phẩm và đồ uống,300.0,False
LAF,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Thực phẩm và đồ uống,269.0,False
FCS,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Thực phẩm và đồ uống,265.0,False
KTS,Công ty Cổ phần Đường Kon Tum,Thực phẩm và đồ uống,249.0,False
BNA,Công ty Cổ phần Tập đoàn Đầu tư Bảo Ngọc,Thực phẩm và đồ uống,247.0,False
CCA,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,Thực phẩm và đồ uống,246.0,False
HSL,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Thực phẩm và đồ uống,240.0,False
HNR,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,Thực phẩm và đồ uống,240.0,False
UXC,Công ty Cổ phần Chế biến Thủy sản Út Xi,Thực phẩm và đồ uống,227.0,False
CTP,Công ty Cổ phần Hoà Bình Takara,Thực phẩm và đồ uống,206.0,False
THP,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,Thực phẩm và đồ uống,194.0,False
CAN,Công ty Cổ phần Đồ hộp Hạ Long,Thực phẩm và đồ uống,190.0,False
CPA,Công ty Cổ phần Cà phê Phước An,Thực phẩm và đồ uống,175.0,False
FGL,Công ty Cổ phần Cà phê Gia Lai,Thực phẩm và đồ uống,148.0,False
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Thực phẩm và đồ uống,144.0,False
BMV,Công ty Cổ phần Bột mỳ Vinafood 1,Thực phẩm và đồ uống,133.0,False
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,Thực phẩm và đồ uống,130.0,False
THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Thực phẩm và đồ uống,123.0,False
TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,Thực phẩm và đồ uống,117.0,False
BSP,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Thực phẩm và đồ uống,112.0,False
SPD,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Thực phẩm và đồ uống,96.0,False
SCD,Công ty Cổ phần Nước giải khát Chương Dương,Thực phẩm và đồ uống,96.0,False
MLS,Công ty Cổ phần Chăn nuôi - Mitraco,Thực phẩm và đồ uống,93.0,False
ILA,Công ty Cổ phần ILA,Thực phẩm và đồ uống,88.0,False
MCF,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Thực phẩm và đồ uống,81.0,False
HBH,Công ty Cổ phần HABECO - Hải Phòng,Thực phẩm và đồ uống,80.0,False
SBL,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Thực phẩm và đồ uống,78.0,False
AAM,Công ty Cổ Phần Thủy Sản MeKong,Thực phẩm và đồ uống,72.0,False
DMN,Công ty Cổ phần Domenal,Thực phẩm và đồ uống,68.0,False
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Thực phẩm và đồ uống,65.0,False
VTL,Công ty Cổ phần Vang Thăng Long,Thực phẩm và đồ uống,64.0,False
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,Thực phẩm và đồ uống,64.0,False
BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,Thực phẩm và đồ uống,63.0,False
HKT,Công ty Cổ phần Đầu tư QP Xanh,Thực phẩm và đồ uống,58.0,False
AGM,Công ty Cổ phần Xuất nhập khẩu An Giang,Thực phẩm và đồ uống,58.0,False
SSN,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Thực phẩm và đồ uống,48.0,False
BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,Thực phẩm và đồ uống,39.0,False
ICF,Công ty Cổ phần Đầu tư - Thương mại - Thuỷ sản,Thực phẩm và đồ uống,38.0,False
BLF,Công ty Cổ phần Thủy sản Bạc Liêu,Thực phẩm và đồ uống,38.0,False
HKB,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Thực phẩm và đồ uống,32.0,False
BQB,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Thực phẩm và đồ uống,23.0,False
TS4,Công ty Cổ phần Thủy sản số 4,Thực phẩm và đồ uống,19.0,False
PCF,Công ty Cổ phần Cà phê PETEC,Thực phẩm và đồ uống,17.0,False
AVF,Công ty Cổ phần Việt An,Thực phẩm và đồ uống,17.0,False
JOS,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Thực phẩm và đồ uống,14.0,False
VLF,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,Thực phẩm và đồ uống,11.0,False
CAD,Công ty Cổ phần Chế biến và Xuất khẩu Thủy sản Cadovimex,Thực phẩm và đồ uống,11.0,False
VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Thực phẩm và đồ uống,10.0,False
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Thực phẩm và đồ uống,7.0,False
ATA,Công ty Cổ phần NTACO,Thực phẩm và đồ uống,6.0,False
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Thực phẩm và đồ uống,4.0,False
VNZ,Công ty Cổ phần VNG,Truyền thông,10214.0,True
YEG,Công ty Cổ phần Tập đoàn Yeah1,Truyền thông,2561.0,True
FOC,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Truyền thông,1209.0,True
VNB,Công ty Cổ phần Sách Việt Nam,Truyền thông,912.0,True
STH,Công ty Cổ phần Phát hành sách Thái Nguyên,Truyền thông,414.0,True
EID,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,Truyền thông,380.0,True
FHS,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA,Truyền thông,320.0,True
DST,Công ty Cổ phần Đầu tư Sao Thăng Long,Truyền thông,258.0,True
PNC,Công ty Cổ phần Văn hóa Phương Nam,Truyền thông,248.0,True
SED,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Truyền thông,229.0,True
ADG,Công ty Cổ phần Clever Group,Truyền thông,188.0,False
EBS,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội,Truyền thông,106.0,False
HTP,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,Truyền thông,101.0,False
STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Truyền thông,91.0,False
DAD,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,Truyền thông,88.0,False
ADC,Công ty Cổ phần Mĩ thuật và Truyền thông,Truyền thông,78.0,False
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,Truyền thông,77.0,False
ALT,Công ty Cổ phần Văn hóa Tân Bình,Truyền thông,69.0,False
QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Truyền thông,58.0,False
LBE,Công ty Cổ phần Thương mại và Dịch vụ LVA,Truyền thông,56.0,False
SMN,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Truyền thông,55.0,False
SGD,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Truyền thông,44.0,False
IHK,Công ty Cổ phần In Hàng Không,Truyền thông,30.0,False
SAP,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,Truyền thông,29.0,False
DAE,Công ty Cổ phần Sách Giáo dục tại Thành phố Đà Nẵng,Truyền thông,28.0,False
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,Truyền thông,26.0,False
ECI,Công ty Cổ phần Tập đoàn ECI,Truyền thông,26.0,False
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,Truyền thông,13.0,False
BST,Công ty Cổ phần Sách và Thiết bị Bình Thuận,Truyền thông,11.0,False
BDB,Công ty Cổ phần Sách và Thiết bị Bình Định,Truyền thông,9.0,False
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,Tài nguyên Cơ bản,168861.0,True
KSV,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Tài nguyên Cơ bản,34200.0,True
MSR,Công ty Cổ phần Masan High-Tech Materials,Tài nguyên Cơ bản,19976.0,True
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Tài nguyên Cơ bản,10122.0,True
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Tài nguyên Cơ bản,5950.0,True
NKG,Công ty Cổ phần Thép Nam Kim,Tài nguyên Cơ bản,5818.0,True
ACG,Công ty Cổ phần Gỗ An Cường,Tài nguyên Cơ bản,5564.0,True
TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Tài nguyên Cơ bản,4880.0,True
HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Tài nguyên Cơ bản,3476.0,True
PTB,Công ty Cổ phần Phú Tài,Tài nguyên Cơ bản,3447.0,True
DHC,Công ty Cổ phần Đông Hải Bến Tre,Tài nguyên Cơ bản,2405.0,False
SHI,Công ty Cổ phần Quốc tế Sơn Hà,Tài nguyên Cơ bản,2355.0,False
GDA,Công ty Cổ phần Tôn Đông Á,Tài nguyên Cơ bản,2240.0,False
KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Tài nguyên Cơ bản,1980.0,False
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Tài nguyên Cơ bản,1911.0,False
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Tài nguyên Cơ bản,1894.0,False
SQC,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Tài nguyên Cơ bản,1824.0,False
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Tài nguyên Cơ bản,1437.0,False
TMG,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico,Tài nguyên Cơ bản,1188.0,False
BMJ,Công ty Cổ phần Khoáng sản Miền Đông AHP,Tài nguyên Cơ bản,1050.0,False
